Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,1st_sem_perf_ratio,2nd_sem_perf_ratio,grade_diff,Failed units ratio,Credit utilization,Financial stress,Late_enrollment,Parental_influence,Course_Dropout_prob,Course_Enrolled_prob,Course_Graduate_prob,Application mode_Dropout_prob,Application mode_Enrolled_prob,Application mode_Graduate_prob,Previous qualification_Dropout_prob,Previous qualification_Enrolled_prob,Previous qualification_Graduate_prob
1,8,6,12,1,1,1,13,28,10,4,1,0,0,1,0,0,19,0,0,8,9,7,12.3,0,0,8,9,7,12.3,0,12.7,3.7,-1.7,Graduate,0.875,0.875,0.0,0.125,0.0,0,0,9.730826797539546,0.15404699738903394,0.13054830287206268,0.7154046997389034,0.29357798165137616,0.1823394495412844,0.5240825688073395,0.2900188323917137,0.18778584880279794,0.5221953188054883
1,1,5,12,1,1,1,13,14,8,9,1,0,0,1,0,1,18,0,0,8,8,7,12.694285714285714,0,0,8,8,7,12.694285714285714,0,10.8,1.4,1.74,Graduate,0.875,0.875,0.0,0.125,0.0,0,0,-1.4466832693320768,0.15404699738903394,0.13054830287206268,0.7154046997389034,0.20199063231850117,0.1756440281030445,0.6223653395784543,0.2900188323917137,0.18778584880279794,0.5221953188054883
1,8,1,14,1,1,1,13,14,2,2,0,0,0,1,0,0,18,0,0,5,5,4,11.0,0,0,5,5,4,11.0,0,9.4,-0.8,-3.12,Graduate,0.8,0.8,0.0,0.19999999999999996,0.0,0,0,-2.6912902219877317,0.35447761194029853,0.1791044776119403,0.4664179104477612,0.29357798165137616,0.1823394495412844,0.5240825688073395,0.2900188323917137,0.18778584880279794,0.5221953188054883
1,1,1,10,1,1,1,22,14,10,4,1,0,0,1,0,1,19,0,0,6,6,6,13.0,0,0,6,6,6,14.166666666666666,0,12.4,0.5,1.79,Graduate,1.0,1.0,1.166666666666666,0.0,0.0,0,0,3.3602279705266547,0.18309859154929578,0.11830985915492957,0.6985915492957746,0.20199063231850117,0.1756440281030445,0.6223653395784543,0.2900188323917137,0.18778584880279794,0.5221953188054883
1,1,1,12,1,1,1,3,1,3,2,0,0,0,1,0,1,19,0,0,7,8,7,14.4125,0,0,8,8,8,16.05,0,13.9,-0.3,0.79,Graduate,1.0,1.0,1.637500000000001,0.0,0.0,0,0,-18.814712852801005,0.15404699738903394,0.13054830287206268,0.7154046997389034,0.20199063231850117,0.1756440281030445,0.6223653395784543,0.2900188323917137,0.18778584880279794,0.5221953188054883
1,1,2,12,1,1,1,1,14,8,8,1,0,0,1,0,0,18,0,0,7,8,7,12.92875,0,0,8,8,8,14.0625,0,15.5,2.8,-4.06,Dropout,1.0,1.0,1.1337499999999991,0.0,0.0,0,0,-8.276575447086719,0.15404699738903394,0.13054830287206268,0.7154046997389034,0.20199063231850117,0.1756440281030445,0.6223653395784543,0.2900188323917137,0.18778584880279794,0.5221953188054883
1,1,2,15,1,1,1,1,14,10,8,1,0,0,1,0,0,20,0,0,6,6,6,13.333333333333334,0,0,6,10,5,12.8,0,11.1,0.6,2.02,Graduate,1.0,0.8333333333333334,-0.5333333333333332,0.0,0.0,0,0,-8.072536901784893,0.30513595166163143,0.1027190332326284,0.5921450151057401,0.20199063231850117,0.1756440281030445,0.6223653395784543,0.2900188323917137,0.18778584880279794,0.5221953188054883
1,1,3,11,1,1,1,13,28,4,11,1,0,0,1,0,1,20,0,0,6,8,5,12.8,0,0,6,9,5,12.8,0,12.4,0.5,1.79,Enrolled,0.8333333333333334,0.8333333333333334,0.0,0.16666666666666663,0.0,0,0,9.751202478384247,0.38095238095238093,0.1626984126984127,0.45634920634920634,0.20199063231850117,0.1756440281030445,0.6223653395784543,0.2900188323917137,0.18778584880279794,0.5221953188054883
1,9,1,12,1,1,1,23,27,6,6,1,0,0,1,0,0,20,0,0,8,8,7,14.402857142857142,0,0,8,8,7,14.402857142857142,0,10.8,1.4,1.74,Graduate,0.875,0.875,0.0,0.125,0.0,0,0,14.303652381651634,0.15404699738903394,0.13054830287206268,0.7154046997389034,0.3629032258064516,0.12903225806451613,0.5080645161290323,0.2900188323917137,0.18778584880279794,0.5221953188054883
1,1,4,12,1,1,1,22,27,10,9,1,0,0,1,0,1,18,0,0,8,8,7,13.381428571428572,0,0,8,8,7,13.381428571428572,0,10.8,1.4,1.74,Graduate,0.875,0.875,0.0,0.125,0.0,0,0,14.421169156487121,0.15404699738903394,0.13054830287206268,0.7154046997389034,0.20199063231850117,0.1756440281030445,0.6223653395784543,0.2900188323917137,0.18778584880279794,0.5221953188054883
1,1,2,12,1,1,1,13,14,8,6,1,0,0,1,0,0,18,0,0,7,8,7,14.13125,0,0,8,8,8,13.98375,0,15.5,2.8,-4.06,Graduate,1.0,1.0,-0.14749999999999908,0.0,0.0,0,0,-1.7177509765107253,0.15404699738903394,0.13054830287206268,0.7154046997389034,0.20199063231850117,0.1756440281030445,0.6223653395784543,0.2900188323917137,0.18778584880279794,0.5221953188054883
1,8,4,6,1,1,1,13,27,5,8,0,0,0,1,0,0,19,0,0,5,11,5,11.714285714285714,2,0,5,6,5,12.6,0,9.4,-0.8,-3.12,Graduate,1.0,1.0,0.8857142857142861,0.0,0.0,0,0,8.766064684318355,0.26706231454005935,0.22255192878338279,0.5103857566765578,0.29357798165137616,0.1823394495412844,0.5240825688073395,0.2900188323917137,0.18778584880279794,0.5221953188054883
1,1,3,9,1,1,1,13,28,10,8,1,0,0,1,0,0,19,0,0,5,5,5,11.8,0,0,5,8,4,11.25,0,9.4,-0.8,-3.12,Enrolled,1.0,0.8,-0.5500000000000007,0.0,0.0,0,0,10.092250407111077,0.3526315789473684,0.28421052631578947,0.3631578947368421,0.20199063231850117,0.1756440281030445,0.6223653395784543,0.2900188323917137,0.18778584880279794,0.5221953188054883
2,12,1,3,0,1,1,19,24,13,13,0,0,0,1,0,0,44,0,0,6,9,6,11.166666666666666,0,1,6,15,2,11.0,1,7.6,2.6,0.32,Graduate,1.0,0.3333333333333333,-0.16666666666666607,0.0,0.0,0,1,10.955498436556478,0.3302325581395349,0.09767441860465116,0.5720930232558139,0.554140127388535,0.15414012738853503,0.2917197452229299,0.2900188323917137,0.18778584880279794,0.5221953188054883
1,4,1,4,1,3,1,23,27,6,7,0,0,0,1,0,0,32,0,0,6,7,0,0.0,0,0,6,6,0,0.0,0,12.4,0.5,1.79,Dropout,0.0,0.0,0.0,1.0,0.0,0,1,14.39400828404452,0.4095238095238095,0.1761904761904762,0.4142857142857143,0.6115107913669064,0.050359712230215826,0.3381294964028777,0.5952380952380952,0.031746031746031744,0.373015873015873
1,14,1,16,1,1,1,22,14,10,9,0,0,0,1,0,0,22,0,0,6,9,5,13.6,0,0,6,8,5,12.0,0,12.7,3.7,-1.7,Dropout,0.8333333333333334,0.8333333333333334,-1.5999999999999996,0.16666666666666663,0.0,0,1,3.8120074824910724,0.4427083333333333,0.2604166666666667,0.296875,0.3685897435897436,0.2403846153846154,0.391025641025641,0.2900188323917137,0.18778584880279794,0.5221953188054883
2,12,1,4,1,1,1,1,14,5,10,1,0,0,1,0,0,36,0,4,12,14,12,13.846153846153848,0,5,12,18,11,14.090909090909092,0,8.9,1.4,3.51,Graduate,1.0,0.9166666666666666,0.24475524475524324,0.0,0.3333333333333333,0,1,-8.401921460253691,0.4095238095238095,0.1761904761904762,0.4142857142857143,0.554140127388535,0.15414012738853503,0.2917197452229299,0.2900188323917137,0.18778584880279794,0.5221953188054883
1,8,1,15,1,1,1,22,27,6,8,0,0,0,1,0,1,18,0,0,6,7,6,12.5,0,0,6,8,6,13.333333333333334,0,16.2,0.3,-0.92,Graduate,1.0,1.0,0.8333333333333339,0.0,0.0,0,0,13.922736163490587,0.30513595166163143,0.1027190332326284,0.5921450151057401,0.29357798165137616,0.1823394495412844,0.5240825688073395,0.2900188323917137,0.18778584880279794,0.5221953188054883
1,1,1,8,1,1,1,3,3,4,3,1,0,0,1,0,0,20,0,0,5,5,5,16.4,0,0,5,5,5,14.6,0,12.7,3.7,-1.7,Graduate,1.0,1.0,-1.799999999999999,0.0,0.0,0,0,-16.990158958680894,0.5531914893617021,0.14893617021276595,0.2978723404255319,0.20199063231850117,0.1756440281030445,0.6223653395784543,0.2900188323917137,0.18778584880279794,0.5221953188054883
1,16,1,5,1,1,1,13,14,6,8,0,0,0,1,0,1,20,0,5,11,11,11,13.818181818181818,0,5,11,11,11,13.454545454545457,0,11.1,0.6,2.02,Graduate,1.0,1.0,-0.36363636363636154,0.0,0.45454545454545453,0,0,-1.7410777170267835,0.22566371681415928,0.18584070796460178,0.588495575221239,0.3389830508474576,0.22033898305084745,0.4406779661016949,0.2900188323917137,0.18778584880279794,0.5221953188054883
1,8,1,10,1,1,1,3,1,3,4,0,0,0,1,0,0,19,0,0,6,8,5,10.6,0,0,6,11,4,10.5,0,15.5,2.8,-4.06,Graduate,0.8333333333333334,0.6666666666666666,-0.09999999999999964,0.16666666666666663,0.0,0,0,-18.63400104801524,0.18309859154929578,0.11830985915492957,0.6985915492957746,0.29357798165137616,0.1823394495412844,0.5240825688073395,0.2900188323917137,0.18778584880279794,0.5221953188054883
1,12,1,9,1,12,1,3,1,4,6,1,0,1,1,0,0,24,0,0,5,8,5,10.2,0,0,5,6,5,12.2,0,12.4,0.5,1.79,Graduate,1.0,1.0,2.0,0.0,0.0,0,1,-18.35126997057856,0.3526315789473684,0.28421052631578947,0.3631578947368421,0.554140127388535,0.15414012738853503,0.2917197452229299,0.6419753086419753,0.08024691358024691,0.2777777777777778
1,8,1,10,1,1,1,1,1,5,10,0,0,0,1,0,0,20,0,0,6,11,5,10.6,0,0,6,11,4,10.4,0,15.5,2.8,-4.06,Enrolled,0.8333333333333334,0.6666666666666666,-0.1999999999999993,0.16666666666666663,0.0,0,0,-19.01108313424974,0.18309859154929578,0.11830985915492957,0.6985915492957746,0.29357798165137616,0.1823394495412844,0.5240825688073395,0.2900188323917137,0.18778584880279794,0.5221953188054883
1,14,1,3,0,1,1,3,3,3,4,0,0,0,1,0,0,27,0,7,10,10,9,11.444444444444445,0,4,11,11,5,10.8,0,10.8,1.4,1.74,Dropout,0.9,0.45454545454545453,-0.6444444444444439,0.09999999999999998,0.7,0,1,-17.00182232893892,0.3302325581395349,0.09767441860465116,0.5720930232558139,0.3685897435897436,0.2403846153846154,0.391025641025641,0.2900188323917137,0.18778584880279794,0.5221953188054883
1,1,1,16,1,1,1,1,28,6,11,1,0,0,1,0,0,20,0,0,6,9,5,14.333333333333334,0,4,8,8,8,12.625,0,15.5,2.8,-4.06,Enrolled,0.8333333333333334,1.0,-1.708333333333334,0.16666666666666663,0.0,0,0,3.2157047483243133,0.4427083333333333,0.2604166666666667,0.296875,0.20199063231850117,0.1756440281030445,0.6223653395784543,0.2900188323917137,0.18778584880279794,0.5221953188054883
1,14,6,10,1,1,1,19,24,1,1,0,0,0,1,0,1,23,0,15,16,18,16,13.0,0,11,13,15,13,13.266666666666667,0,9.4,-0.8,-3.12,Graduate,1.0,1.0,0.2666666666666675,0.0,0.9375,0,1,8.646996336030934,0.18309859154929578,0.11830985915492957,0.6985915492957746,0.3685897435897436,0.2403846153846154,0.391025641025641,0.2900188323917137,0.18778584880279794,0.5221953188054883
1,1,5,12,1,1,1,13,28,5,9,1,0,0,1,0,1,18,0,0,8,9,8,13.31,1,0,8,9,8,13.31,1,9.4,-0.8,-3.12,Graduate,1.0,1.0,0.0,0.0,0.0,0,0,9.672509946249395,0.15404699738903394,0.13054830287206268,0.7154046997389034,0.20199063231850117,0.1756440281030445,0.6223653395784543,0.2900188323917137,0.18778584880279794,0.5221953188054883
1,8,1,10,1,1,1,22,27,5,10,1,0,0,1,0,1,18,0,0,6,10,5,10.571428571428571,1,0,6,9,5,12.2,0,12.7,3.7,-1.7,Graduate,0.8333333333333334,0.8333333333333334,1.6285714285714281,0.16666666666666663,0.0,0,0,14.001428695625446,0.18309859154929578,0.11830985915492957,0.6985915492957746,0.29357798165137616,0.1823394495412844,0.5240825688073395,0.2900188323917137,0.18778584880279794,0.5221953188054883
1,8,3,12,1,1,1,1,27,10,10,1,0,0,1,0,1,20,0,0,8,8,7,13.487142857142857,0,0,8,8,7,13.487142857142857,0,10.8,1.4,1.74,Graduate,0.875,0.875,0.0,0.125,0.0,0,0,2.7173365769969244,0.15404699738903394,0.13054830287206268,0.7154046997389034,0.29357798165137616,0.1823394495412844,0.5240825688073395,0.2900188323917137,0.18778584880279794,0.5221953188054883
1,1,1,11,1,1,1,13,28,10,8,0,0,0,1,0,1,20,0,0,6,6,6,12.333333333333334,0,0,6,7,6,11.833333333333334,0,13.9,-0.3,0.79,Graduate,1.0,1.0,-0.5,0.0,0.0,0,0,10.092250407111077,0.38095238095238093,0.1626984126984127,0.45634920634920634,0.20199063231850117,0.1756440281030445,0.6223653395784543,0.2900188323917137,0.18778584880279794,0.5221953188054883
1,1,1,14,1,1,1,23,14,8,11,0,0,0,1,0,0,23,0,0,6,11,6,11.875,0,0,6,9,5,12.833333333333334,0,11.1,0.6,2.02,Dropout,1.0,0.8333333333333334,0.9583333333333339,0.0,0.0,0,1,4.350308764921824,0.35447761194029853,0.1791044776119403,0.4664179104477612,0.20199063231850117,0.1756440281030445,0.6223653395784543,0.2900188323917137,0.18778584880279794,0.5221953188054883
1,1,2,12,1,1,1,13,14,10,10,1,0,0,1,0,0,20,0,0,7,7,6,13.966666666666669,0,0,7,7,6,13.966666666666669,0,7.6,2.6,0.32,Graduate,0.8571428571428571,0.8571428571428571,0.0,0.1428571428571429,0.0,0,0,-1.1522888216373666,0.15404699738903394,0.13054830287206268,0.7154046997389034,0.20199063231850117,0.1756440281030445,0.6223653395784543,0.2900188323917137,0.18778584880279794,0.5221953188054883
1,12,1,11,1,7,1,19,24,1,1,1,0,0,0,0,0,28,0,0,5,10,0,0.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32,Dropout,0.0,0.0,0.0,1.0,0.0,0,1,8.646996336030934,0.38095238095238093,0.1626984126984127,0.45634920634920634,0.554140127388535,0.15414012738853503,0.2917197452229299,1.0,0.0,0.0
1,1,1,14,1,1,1,1,14,4,6,1,0,0,1,0,0,21,0,0,5,8,4,11.5,0,0,5,5,5,12.8,0,7.6,2.6,0.32,Graduate,0.8,1.0,1.3000000000000007,0.19999999999999996,0.0,0,1,-8.865364342476134,0.35447761194029853,0.1791044776119403,0.4664179104477612,0.20199063231850117,0.1756440281030445,0.6223653395784543,0.2900188323917137,0.18778584880279794,0.5221953188054883
1,1,2,13,1,1,1,13,14,10,10,1,0,0,1,0,0,21,0,0,2,2,2,12.5,0,0,7,0,0,0.0,0,12.4,0.5,1.79,Dropout,1.0,0.0,-12.5,0.0,0.0,0,1,-1.1522888216373666,0.38372093023255816,0.19767441860465115,0.4186046511627907,0.20199063231850117,0.1756440281030445,0.6223653395784543,0.2900188323917137,0.18778584880279794,0.5221953188054883
1,4,1,12,1,3,1,19,24,1,1,0,0,0,1,0,0,28,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,7.6,2.6,0.32,Dropout,0.0,0.0,0.0,1.0,0.0,0,1,8.646996336030934,0.15404699738903394,0.13054830287206268,0.7154046997389034,0.6115107913669064,0.050359712230215826,0.3381294964028777,0.5952380952380952,0.031746031746031744,0.373015873015873
1,1,1,12,1,1,1,3,1,4,4,0,1,0,1,0,0,18,0,0,7,10,6,11.98,0,0,8,11,7,13.225,0,16.2,0.3,-0.92,Graduate,0.8571428571428571,0.875,1.2449999999999992,0.1428571428571429,0.0,0,0,-18.531981775364326,0.15404699738903394,0.13054830287206268,0.7154046997389034,0.20199063231850117,0.1756440281030445,0.6223653395784543,0.2900188323917137,0.18778584880279794,0.5221953188054883
1,8,1,10,1,1,1,23,14,29,39,1,0,0,1,0,1,21,0,0,6,8,5,13.2,0,0,6,7,5,11.8,0,8.9,1.4,3.51,Enrolled,0.8333333333333334,0.8333333333333334,-1.3999999999999986,0.16666666666666663,0.0,0,1,9.02267875759171,0.18309859154929578,0.11830985915492957,0.6985915492957746,0.29357798165137616,0.1823394495412844,0.5240825688073395,0.2900188323917137,0.18778584880279794,0.5221953188054883
1,1,1,12,1,1,1,1,1,5,5,0,0,0,1,0,0,19,0,0,7,10,6,11.614285714285714,0,0,8,8,8,14.0375,0,13.9,-0.3,0.79,Graduate,0.8571428571428571,1.0,2.4232142857142858,0.1428571428571429,0.0,0,0,-19.462862646214155,0.15404699738903394,0.13054830287206268,0.7154046997389034,0.20199063231850117,0.1756440281030445,0.6223653395784543,0.2900188323917137,0.18778584880279794,0.5221953188054883
1,9,6,12,1,1,1,1,14,2,2,1,0,0,1,0,1,18,0,0,8,8,7,14.314285714285717,0,0,8,8,7,14.314285714285717,0,12.7,3.7,-1.7,Graduate,0.875,0.875,0.0,0.125,0.0,0,0,-9.430826497349491,0.15404699738903394,0.13054830287206268,0.7154046997389034,0.3629032258064516,0.12903225806451613,0.5080645161290323,0.2900188323917137,0.18778584880279794,0.5221953188054883
1,1,3,12,1,1,1,3,1,3,6,0,0,0,1,0,0,19,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,7.6,2.6,0.32,Dropout,0.0,0.0,0.0,1.0,0.0,0,0,-18.453289243229474,0.15404699738903394,0.13054830287206268,0.7154046997389034,0.20199063231850117,0.1756440281030445,0.6223653395784543,0.2900188323917137,0.18778584880279794,0.5221953188054883
1,15,1,6,1,14,1,23,28,10,8,0,0,0,1,0,0,20,0,2,6,9,6,12.666666666666666,0,1,6,12,2,13.0,0,13.9,-0.3,0.79,Enrolled,1.0,0.3333333333333333,0.3333333333333339,0.0,0.3333333333333333,0,0,15.708530636579209,0.26706231454005935,0.22255192878338279,0.5103857566765578,0.29577464788732394,0.26291079812206575,0.4413145539906103,0.3150684931506849,0.2511415525114155,0.4337899543378995
1,1,3,12,1,1,1,1,14,10,6,1,0,0,1,0,1,20,0,0,7,9,6,12.766666666666666,0,0,8,10,7,12.128571428571428,0,12.4,0.5,1.79,Graduate,0.8571428571428571,0.875,-0.6380952380952376,0.1428571428571429,0.0,0,0,-8.253248706570659,0.15404699738903394,0.13054830287206268,0.7154046997389034,0.20199063231850117,0.1756440281030445,0.6223653395784543,0.2900188323917137,0.18778584880279794,0.5221953188054883
1,8,1,16,1,1,1,1,27,8,10,0,0,0,1,0,1,18,0,0,6,7,6,12.666666666666666,0,0,6,7,5,12.2,0,10.8,1.4,1.74,Graduate,1.0,0.8333333333333334,-0.4666666666666668,0.0,0.0,0,0,2.513298031695097,0.4427083333333333,0.2604166666666667,0.296875,0.29357798165137616,0.1823394495412844,0.5240825688073395,0.2900188323917137,0.18778584880279794,0.5221953188054883
1,14,2,14,1,1,1,23,14,5,4,1,0,0,1,0,0,20,0,4,6,7,6,11.5,0,0,6,10,4,10.571428571428571,0,10.8,1.4,1.74,Dropout,1.0,0.6666666666666666,-0.9285714285714288,0.0,0.6666666666666666,0,0,3.4117596302189064,0.35447761194029853,0.1791044776119403,0.4664179104477612,0.3685897435897436,0.2403846153846154,0.391025641025641,0.2900188323917137,0.18778584880279794,0.5221953188054883
1,12,1,14,1,1,1,1,14,6,5,0,0,0,1,0,0,31,0,2,6,13,5,11.4,0,0,6,14,4,11.75,0,13.9,-0.3,0.79,Dropout,0.8333333333333334,0.6666666666666666,0.34999999999999964,0.16666666666666663,0.3333333333333333,0,1,-8.751681699567193,0.35447761194029853,0.1791044776119403,0.4664179104477612,0.554140127388535,0.15414012738853503,0.2917197452229299,0.2900188323917137,0.18778584880279794,0.5221953188054883
1,8,3,12,1,1,1,22,27,10,8,1,0,0,1,0,1,19,0,0,7,8,7,14.70625,0,0,8,8,8,14.4775,0,15.5,2.8,-4.06,Graduate,1.0,1.0,-0.22875000000000156,0.0,0.0,0,0,14.330813254094242,0.15404699738903394,0.13054830287206268,0.7154046997389034,0.29357798165137616,0.1823394495412844,0.5240825688073395,0.2900188323917137,0.18778584880279794,0.5221953188054883
1,1,3,12,1,1,1,23,28,6,6,1,0,0,1,0,1,19,0,0,7,9,6,11.814285714285717,0,0,8,8,7,13.542857142857144,0,13.9,-0.3,0.79,Graduate,0.8571428571428571,0.875,1.7285714285714278,0.1428571428571429,0.0,0,0,15.119741741189795,0.15404699738903394,0.13054830287206268,0.7154046997389034,0.20199063231850117,0.1756440281030445,0.6223653395784543,0.2900188323917137,0.18778584880279794,0.5221953188054883
1,1,1,5,1,1,1,13,1,4,9,0,0,0,1,0,0,23,0,1,6,8,6,13.0,1,0,6,8,6,11.875,0,13.9,-0.3,0.79,Graduate,1.0,1.0,-1.125,0.0,0.16666666666666666,0,1,-12.463922033931777,0.22566371681415928,0.18584070796460178,0.588495575221239,0.20199063231850117,0.1756440281030445,0.6223653395784543,0.2900188323917137,0.18778584880279794,0.5221953188054883
1,1,1,14,1,1,1,22,27,6,6,0,0,0,1,0,0,19,0,0,6,7,6,14.857142857142858,0,0,6,6,6,13.333333333333334,0,12.4,0.5,1.79,Graduate,1.0,1.0,-1.5238095238095237,0.0,0.0,0,0,13.742024358704821,0.35447761194029853,0.1791044776119403,0.4664179104477612,0.20199063231850117,0.1756440281030445,0.6223653395784543,0.2900188323917137,0.18778584880279794,0.5221953188054883
1,1,6,12,1,1,1,1,3,4,3,1,0,0,1,0,0,20,0,0,7,7,6,12.6,0,0,7,7,6,12.6,0,7.6,2.6,0.32,Graduate,0.8571428571428571,0.8571428571428571,0.0,0.1428571428571429,0.0,0,0,-18.11341500457452,0.15404699738903394,0.13054830287206268,0.7154046997389034,0.20199063231850117,0.1756440281030445,0.6223653395784543,0.2900188323917137,0.18778584880279794,0.5221953188054883
1,1,1,6,1,1,1,22,27,10,5,1,0,1,1,0,0,22,0,0,6,9,5,13.333333333333334,0,0,6,17,4,11.4,0,12.4,0.5,1.79,Enrolled,0.8333333333333334,0.6666666666666666,-1.9333333333333336,0.16666666666666663,0.0,0,1,14.05974554691559,0.26706231454005935,0.22255192878338279,0.5103857566765578,0.20199063231850117,0.1756440281030445,0.6223653395784543,0.2900188323917137,0.18778584880279794,0.5221953188054883
1,1,1,16,1,1,1,3,1,3,6,1,1,0,1,0,0,18,0,0,7,10,6,10.666666666666666,0,0,7,12,6,12.833333333333334,0,13.9,-0.3,0.79,Enrolled,0.8571428571428571,0.8571428571428571,2.166666666666668,0.1428571428571429,0.0,0,0,-18.453289243229474,0.4427083333333333,0.2604166666666667,0.296875,0.20199063231850117,0.1756440281030445,0.6223653395784543,0.2900188323917137,0.18778584880279794,0.5221953188054883
1,4,3,8,1,3,1,13,27,12,6,0,0,1,0,0,0,27,0,1,5,6,2,11.5,0,0,5,5,1,11.0,0,12.7,3.7,-1.7,Dropout,0.4,0.2,-0.5,0.6,0.2,1,1,9.299487788088978,0.5531914893617021,0.14893617021276595,0.2978723404255319,0.6115107913669064,0.050359712230215826,0.3381294964028777,0.5952380952380952,0.031746031746031744,0.373015873015873
1,12,1,13,1,12,1,22,28,10,10,0,0,0,1,0,0,29,0,0,7,9,1,10.0,0,0,7,0,0,0.0,0,12.7,3.7,-1.7,Dropout,0.14285714285714285,0.0,-10.0,0.8571428571428572,0.0,0,1,15.327614418418161,0.38372093023255816,0.19767441860465115,0.4186046511627907,0.554140127388535,0.15414012738853503,0.2917197452229299,0.6419753086419753,0.08024691358024691,0.2777777777777778
1,8,1,11,1,1,1,1,14,5,4,1,0,0,1,0,0,18,0,0,6,10,5,11.8,0,0,6,10,5,12.2,0,11.1,0.6,2.02,Graduate,0.8333333333333334,0.8333333333333334,0.3999999999999986,0.16666666666666663,0.0,0,0,-8.944056874610988,0.38095238095238093,0.1626984126984127,0.45634920634920634,0.29357798165137616,0.1823394495412844,0.5240825688073395,0.2900188323917137,0.18778584880279794,0.5221953188054883
1,8,1,5,1,1,1,13,28,10,8,0,0,0,1,0,0,18,0,0,6,7,5,11.8,0,0,6,6,6,12.666666666666666,0,16.2,0.3,-0.92,Graduate,0.8333333333333334,1.0,0.8666666666666654,0.16666666666666663,0.0,0,0,10.092250407111077,0.22566371681415928,0.18584070796460178,0.588495575221239,0.29357798165137616,0.1823394495412844,0.5240825688073395,0.2900188323917137,0.18778584880279794,0.5221953188054883
1,8,1,12,1,1,1,23,28,8,8,0,0,0,1,0,0,18,0,0,8,8,8,12.77125,0,0,8,8,8,12.77125,0,9.4,-0.8,-3.12,Graduate,1.0,1.0,0.0,0.0,0.0,0,0,15.504492091277381,0.15404699738903394,0.13054830287206268,0.7154046997389034,0.29357798165137616,0.1823394495412844,0.5240825688073395,0.2900188323917137,0.18778584880279794,0.5221953188054883
1,8,3,6,1,1,1,22,28,10,10,1,0,0,1,0,0,20,0,0,5,13,3,11.333333333333334,2,0,5,8,5,12.6,0,9.4,-0.8,-3.12,Enrolled,0.6,1.0,1.2666666666666657,0.4,0.0,0,0,15.327614418418161,0.26706231454005935,0.22255192878338279,0.5103857566765578,0.29357798165137616,0.1823394495412844,0.5240825688073395,0.2900188323917137,0.18778584880279794,0.5221953188054883
1,8,2,11,1,1,1,23,28,10,10,1,0,0,1,0,0,18,0,0,6,6,6,12.666666666666666,0,0,6,7,5,14.6,0,11.1,0.6,2.02,Graduate,1.0,0.8333333333333334,1.9333333333333336,0.0,0.0,0,0,15.889242441364974,0.38095238095238093,0.1626984126984127,0.45634920634920634,0.29357798165137616,0.1823394495412844,0.5240825688073395,0.2900188323917137,0.18778584880279794,0.5221953188054883
1,1,1,5,1,1,1,1,1,5,5,0,0,0,0,0,0,18,0,1,6,10,5,12.2,1,0,6,11,4,10.833333333333334,0,13.9,-0.3,0.79,Enrolled,0.8333333333333334,0.6666666666666666,-1.3666666666666654,0.16666666666666663,0.16666666666666666,0,0,-19.462862646214155,0.22566371681415928,0.18584070796460178,0.588495575221239,0.20199063231850117,0.1756440281030445,0.6223653395784543,0.2900188323917137,0.18778584880279794,0.5221953188054883
1,4,2,6,1,3,1,3,3,2,2,0,0,0,0,0,0,28,0,0,5,9,1,12.0,1,0,4,10,0,0.0,4,10.8,1.4,1.74,Dropout,0.2,0.0,-12.0,0.8,0.0,0,1,-17.2845534063756,0.26706231454005935,0.22255192878338279,0.5103857566765578,0.6115107913669064,0.050359712230215826,0.3381294964028777,0.5952380952380952,0.031746031746031744,0.373015873015873
1,1,2,12,1,1,1,22,1,8,8,1,0,0,1,0,1,18,0,0,8,12,7,11.721428571428572,0,0,8,12,7,11.721428571428572,0,12.7,3.7,-1.7,Graduate,0.875,0.875,0.0,0.125,0.0,0,0,-7.09154863919969,0.15404699738903394,0.13054830287206268,0.7154046997389034,0.20199063231850117,0.1756440281030445,0.6223653395784543,0.2900188323917137,0.18778584880279794,0.5221953188054883
1,12,1,12,1,12,1,22,28,23,34,0,0,0,1,0,0,27,0,0,7,12,4,14.0,0,0,7,14,3,12.525,0,12.4,0.5,1.79,Enrolled,0.5714285714285714,0.42857142857142855,-1.4749999999999996,0.4285714285714286,0.0,0,1,18.822406620309213,0.15404699738903394,0.13054830287206268,0.7154046997389034,0.554140127388535,0.15414012738853503,0.2917197452229299,0.6419753086419753,0.08024691358024691,0.2777777777777778
